V,I,P,Irr,T
82.1502,1.396796777,114.7471346,100,50
82.37815,1.396759705,115.0624805,100,50
82.6061,1.396722627,115.377809,100,50
82.83405,1.396685543,115.6931201,100,50
83.062,1.396648453,116.0084138,100,50
83.28995,1.396611357,116.3236901,100,50
83.5179,1.396574254,116.6389489,100,50
83.74585,1.396537144,116.9541902,100,50
83.9738,1.396500027,117.269414,100,50
84.20175,1.396462903,117.5846203,100,50
84.4297,1.396425773,117.8998091,100,50
84.65765,1.396388634,118.2149803,100,50
84.8856,1.396351488,118.5301339,100,50
85.11355,1.396314335,118.8452699,100,50
85.3415,1.396277173,119.1603884,100,50
85.56945,1.396240003,119.4754891,100,50
85.7974,1.396202825,119.7905722,100,50
86.02535,1.396165638,120.1056377,100,50
86.2533,1.396128442,120.4206854,100,50
86.48125,1.396091237,120.7357153,100,50
86.7092,1.396054023,121.0507275,100,50
86.93715,1.396016799,121.3657219,100,50
87.1651,1.395979566,121.6806985,100,50
87.39305,1.395942322,121.9956572,100,50
87.621,1.395905068,122.310598,100,50
87.84895,1.395867804,122.6255209,100,50
88.0769,1.395830529,122.9404259,100,50
88.30485,1.395793242,123.2553129,100,50
88.5328,1.395755945,123.5701819,100,50
88.76075,1.395718635,123.8850328,100,50
88.9887,1.395681314,124.1998657,100,50
89.21665,1.39564398,124.5146805,100,50
89.4446,1.395606633,124.8294771,100,50
89.67255,1.395569274,125.1442555,100,50
89.9005,1.395531901,125.4590157,100,50
90.12845,1.395494515,125.7737576,100,50
90.3564,1.395457115,126.0884813,100,50
90.58435,1.3954197,126.4031865,100,50
90.8123,1.395382271,126.7178734,100,50
91.04025,1.395344827,127.0325419,100,50
91.2682,1.395307367,127.3471919,100,50
91.49615,1.395269892,127.6618233,100,50
91.7241,1.3952324,127.9764362,100,50
91.95205,1.395194891,128.2910304,100,50
92.18,1.395157365,128.6056059,100,50
92.40795,1.395119822,128.9201628,100,50
92.6359,1.395082261,129.2347008,100,50
92.86385,1.395044681,129.54922,100,50
93.0918,1.395007083,129.8637203,100,50
93.31975,1.394969465,130.1782017,100,50
93.5477,1.394931827,130.492664,100,50
93.77565,1.394894168,130.8071073,100,50
94.0036,1.394856489,131.1215314,100,50
94.23155,1.394818788,131.4359364,100,50
94.4595,1.394781065,131.750322,100,50
94.68745,1.39474332,132.0646884,100,50
94.9154,1.394705551,132.3790353,100,50
95.14335,1.394667759,132.6933627,100,50
95.3713,1.394629942,133.0076706,100,50
95.59925,1.3945921,133.3219588,100,50
95.8272,1.394554232,133.6362273,100,50
96.05515,1.394516338,133.950476,100,50
96.2831,1.394478417,134.2647049,100,50
96.51105,1.394440469,134.5789138,100,50
96.739,1.394402492,134.8931026,100,50
96.96695,1.394364486,135.2072713,100,50
97.1949,1.394326449,135.5214198,100,50
97.42285,1.394288383,135.835548,100,50
97.6508,1.394250285,136.1496557,100,50
97.87875,1.394212154,136.4637429,100,50
98.1067,1.394173991,136.7778095,100,50
98.33465,1.394135793,137.0918553,100,50
98.5626,1.394097561,137.4058803,100,50
98.79055,1.394059293,137.7198843,100,50
99.0185,1.394020989,138.0338673,100,50
99.24645,1.393982647,138.347829,100,50
99.4744,1.393944266,138.6617695,100,50
99.70235,1.393905846,138.9756885,100,50
99.9303,1.393867385,139.289586,100,50
100.15825,1.393828883,139.6034617,100,50
100.3862,1.393790339,139.9173157,100,50
100.61415,1.39375175,140.2311476,100,50
100.8421,1.393713117,140.5449575,100,50
101.07005,1.393674437,140.8587451,100,50
101.298,1.393635711,141.1725103,100,50
101.52595,1.393596936,141.4862529,100,50
101.7539,1.393558112,141.7999727,100,50
101.98185,1.393519236,142.1136697,100,50
102.2098,1.393480309,142.4273437,100,50
